site_nr	new_site_id	site_id	site_name	region	cluster	cluster_name	stratum	succession	moisture	fertility	utm_x	utm_y	nat_biodiv_pct	forest_500_km2	forest_1000_km2	forest_2000_km2	forest_5000_km2	intfield_500_km2	intfield_1000_km2	intfield_2000_km2	intfield_5000_km2	nat_500_km2	nat_1000_km2	nat_2000_km2	nat_5000_km2	natforest_500_km2	natforest_1000_km2	natforest_2000_km2	natforest_5000_km2	natpermgrass_500_km2	natpermgrass_1000_km2	natpermgrass_2000_km2	natpermgrass_5000_km2	temp_con	spatcon_500_pct	spatcon_1000_pct	spatcon_2000_pct	spatcon_5000_pct	uniqueness_weight	nat_index	precipitation_dmi	surfacewater_coverage	litter_mass	org_mat_ph	ph_min	org_mat	p_cores_org_mat	soil_class	veg_height_mean	bare_soil_mean	moss_cover_mean	lichen_cover_mean	deadwood_vol	deadwood_vol_ha	treedensity_40dbh_dec	treedensity_40dbh_con	trees_40dbh_basal_area	trees_40dbh_count	trees_40dbh_nospecies	trees_40dbh_shannon	trees_40dbh_shannon_evenness	uprooted_count	carcass_count	deer_badv3	hare_badv3	cow_badv3	sheep_badv3	horse_badv3	dung_pa	water_badv3	deadwood_badv3	anthill_badv3	boulder_badv3	flower_june	flower_june_vol	flower_aug	flower_aug_vol	flower_april	flower_april_vol	surfacetemp_max_all	surfacetemp_wq95_all	surfacetemp_sd_all	surfacetemp_wq90_day	airtemp_sd_all	airtemp_wq85_day	airtemp_min_night	airtemp_wq05_night	light_med_all	light_sd_all	light_wq10_day	light_wq15_day	vpd_wq85_all	vpd_wq90_all	vpd_sd_all	vpd_mean_day	surfacetemp_mean_diff	surfacetemp_10_90_day	airtemp_mean_diff	vpd_mean_diff	vpd_sd_diff	ellenberg_l	ellenberg_f	ellenberg_r	ellenberg_n	ellenberg_s	ellenberg_t	ellenberg_n_ph	grime_c	grime_r	grime_s	plant_1_nms	plant_2_nms	plant_3_nms	moss_rich	gastropod_rich	collembol_rich	moss_rich_rl	plant_rich_rl	moss_score_rl	lichen_score_rl.x	plant_score_rl	plant_rich	plant_rich_rl_dd	plant_score_rl_dd	bio_stratum	canopy_high_avg	canopy_high_perc	canopy_high_sd	canopy_low_avg	canopy_low_perc	canopy_low_sd	apoidea_indiv	apoidea_rich	apoidea_rich_rl	apoidea_rich_rl_dd	apoidea_score_rl	apoidea_score_rl_dd	araneae_indiv	araneae_rich	araneae_rich_rl	araneae_rich_rl_dd	araneae_score_rl	araneae_score_rl_dd	carabid_indiv	carabid_rich	carabid_rich_rl	carabid_rich_rl_dd	carabid_score_rl	carabid_score_rl_dd	cicadinea_indiv	cicadinea_rich	fungi_rich	fungi_rich_rl	fungi_rich_rl_dd	fungi_score_rl	fungi_score_rl_dd	heterop_indiv	heterop_rich	heterop_rich_rl	heterop_rich_rl_dd	heterop_score_rl	heterop_score_rl_dd	lepidop_indiv	lepidop_rich	lepidop_rich_rl	lepidop_rich_rl_dd	lepidop_score_rl	lepidop_score_rl_dd	lichen_rich	lichen_rich_rl	lichen_rich_rl_dd	lichen_score_rl.y	lichen_score_rl_dd	syrphidae_indiv	syrphidae_rich	syrphidae_rich_rl	syrphidae_rich_rl_dd	syrphidae_score_rl	syrphidae_score_rl_dd	trichop_indiv	trichop_rich	trichop_rich_rl	trichop_rich_rl_dd	trichop_score_rl	trichop_score_rl_dd	gall_rich	gall_rich_rl	gall_rich_rl_dd	gall_score_rl	gall_score_rl_dd	gall_syn_taxon	gall_herbivor_taxon	overall_rich	overall_rich_rl	zoo_rich	zoo_rich_rl	detrivores	flyers	herbivores	predators	fungi_decomposer_rich	fungi_symbiont_rich	link_fungi_pred	link_insect_pred	link_insect_sum	link_fungi_sum	plant_abund_sum	flower_vol_sum	dung_sum	soil_ph_sd	soil_ph_avg	leaf_n_avg	leaf_c_avg	leaf_p_avg	leaf_np_avg	soil_c_avg	soil_n_avg	soil_p_avg	sfi_avg	sfi_2_avg	leaf_n_sd	leaf_c_sd	leaf_p_sd	leaf_np_sd	soil_c_sd	soil_n_sd	soil_p_sd	sfi_sd	sfi_2_sd	Ca	sfi_3	soilm_avg_aug	soilm_avg_may	soilm_med_aug	soilm_med_may	soilm_sd_aug	soilm_sd_may	soilm_trimmean_aug	soilm_trimmean_may	soilm_var_aug	soilm_var_may	soilm_med_diff	smi	anthro
68	ES068	ES68	Haarup_Sande	Ejut	ES	Silkeborg	LateDryPoor	Late	Dry	Poor	538526.85	6224867.7	91.83	0.74214	2.5882	7.8	30.75	0	0.003866	1.0558	11.5409	0.071149	0.1545	1.115	5.196	0.7836	2.6852	8.626	34.712	0.071149	0.21073	1.496	6.557	3	81.67	36.67	15	5.67	1.61	0.627	792.6	0	545.522	5.159	4.315	50	1	Sand_clay	21	18.75	18.75	0	0	0	0.011366	0.070595	6.709	5	1	1.606	0	0	0	0	0	0	0	0	0	0	0.03941	0	0	0	0	0	0	15.5	30.9	30.457	18.298	3.912	16.951	3.323	14.188	4.0889	5.528	216	1593.431	13	36.5	0.501	0.594	0.2745	0.2969	3.776	0.465	3.08	0.2179	0.2093	6.059	5.689	2.59	2.726	0	4.083	1.052	5.3875	0	6.6125	-1.06172707963517	-0.0727679953582383	0.398958094189864	21	5	12	0	0	0	2	0	14	0	0	LateDryPoor	17.228918735326097	20.7926368713379	4.040044208639452	1.695081040410712	2.72207832336426	0.7842547168619559	3	2	0	0	0	0	96	33	0	1	0	1	19	3	0	0	0	0	27	10	39	0	2	0	2	12	9	0	0	0	0	2	2	0	0	0	0	10	1	1	2	2	3	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	8	8	172	1	88	0	25	25	25	49	28	10	2313	1691	5924	6413	34	30.9	0	0.17609318528130105	4.617398981351163	1.595	44.3325	0.151541324	10.72966560828897	2183.5998073425326	62.40231166054471	3.9650522948056954	3.2658707810638936	3.060857769699247	0.1554563175514803	0.5871612498567431	0.03130720279227282	1.3741540308850795	1276.0572104385212	43.71193744813561	4.147941833598341	0.25128743500538714	0.3811067052671998	111	2.7498798978634547	14.79375	17.58125	14.7	17	5.828489655705556	4.8831982347637695	14.883333333333333	17.041666666666668	33.971291666666666	23.845625	2.3000000000000007	5.200903972613469	nat
69	ES069	ES69	Knagerne	Ejut	ES	Silkeborg	LateMoistPoor	Late	Moist	Poor	532798.41	6221133.87	90.16	0.77759	2.7832	9.377	38.42	0	0	0.1291	9.2406	0	0	0.822	5.69	0.7776	2.7837	9.877	41.974	0	0.07438	1.029	6.502	4	10	4.67	2.33	0.37	0.0031	0.599	792.6	0	1137.812	4.634	4.537	8.75	0.75	Sand	5	43.75	1	0.25	19.6448	3.1432	0.071903	0.00125	46.864	12	1	2.371	0	1	0	0	0	0	0	0	0	0	0.14582	0	0.00637	0	0	0	0	0.619	1.24	42.282	21.555	4.512	20.138	4.176	18.319	4.1411	5.994	200	1212.591	19.7	46	0.553	0.703	0.3723	0.3188	3.319	0.48	2.975	0.2282	0.2861	4.869	5.644	3.877	3.787	0	5	0.977	4.376893939	0.609848485	7.013257576	-0.823578475631316	-0.503571791685774	0.102239109685376	25	11	17	0	0	0	10	0	23	0	0	LateDryPoor	14.582708906532138	23.0169372558594	6.445442785265977	1.522244469594148	2.59780120849609	0.776102985777393	3	1	0	0	0	0	82	23	0	0	0	0	38	6	2	2	4	4	160	19	97	3	4	5	6	13	10	0	0	0	0	2	2	0	0	0	0	19	4	4	10	10	4	3	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	3	3	261	9	97	2	37	20	38	44	61	32	742	1197	1777	3027	36	1.24	0	0.3551964858865339	4.567187840841722	2.4699999999999998	44.9925	0.193212555	12.95697139663737	2419.774090820285	70.36625560286193	7.145469743673222	3.499372396639793	3.4145097744892694	0.5251666402200353	1.5625273330942624	0.05016285384504496	0.9514328335843371	1293.2790868002744	24.84806579410846	5.652139690782187	0.45605851491416594	0.3794510633153612	158	3.290090108477407	25.4125	23.325	23.2	24.1	7.1862716341646875	5.377917812685501	25.1	23.733333333333334	51.64250000000001	28.922000000000004	0.9000000000000021	5.488140659518091	nat
70	ES070	ES70	Gjessoevej	Ejut	ES	Silkeborg	LateWetPoor	Late	Wet	Poor	530848.53	6220233.76	70.4	0.63186	2.373	7.261	37.252	0.053	0.207219	2.0184	14.5776	0.132885	0.2609	1.11	5.865	0.6907	2.5077	8.141	40.917	0.133294	0.28613	1.444	7.084	3	7	3	1.03	0.37	0.00548	0.569	792.6	<1	504.478	3.944	0	100	1	Organic	3.125	18.75	27.5	0	1.7373	0.278	0.148574	0.00125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63745	0.00318	0	0.18496	0.37	0	0	0.0524	0.105	18.711	15.187	2.522	14.661	3.014	13.443	2.7439	4.641	128	678.809	8	23	0.339	0.399	0.1765	0.18	2.315	0.551	2.855	0.1366	0.1425	5.703	7.379	5.079	4.326	0.05254	5.094	0.852	5.388317384	2.322866826	4.288815789	-0.0116035037379167	-0.245074776958737	-0.533515336436105	41	12	7	1	0	4	1	0	47	0	0	LateWetPoor	5.481972633294133	9.816432762145999	2.604601056262897	1.7518715912427232	2.69752311706543	0.6850631854469132	14	5	0	0	0	0	114	36	1	1	1	1	6	3	0	0	0	0	32	16	109	3	8	3	8	28	19	0	0	0	0	1	1	0	0	0	0	22	2	4	4	6	13	5	0	0	0	0	7	6	0	0	0	0	10	0	0	0	0	7	7	339	7	120	1	26	29	49	47	61	44	1402	2686	7110	3677	79	0.475	0	0.7230721494659667	3.9439030844348935	2.21	42.802499999999995	0.26608903975	8.462244236703105	3087.2519060120003	125.55047613025525	9.06497384780627	3.867249540866953	3.8919625395808364	0.3746998799039039	2.028338811277184	0.06701556523997994	1.1055708955927377	1519.7006450703802	64.52785191096412	2.1625154942607483	0.35752843019083763	0.36750439446430966	2616	3.9312833314234954	70.8	72.80625	71.6	73.44999999999999	3.683295625749672	1.969591751268945	71.48333333333333	73.16666666666667	13.566666666666666	3.8792916666666692	1.8499999999999943	7.6100435570501155	nat
71	EV071	EV71	Bjergfald	Ejut	EV	Vejle	LateMoistRich	Late	Moist	Rich	553505.84	6170325.95	60.52	0.41398	1.3905	3.877	11.761	0	0.136817	1.5387	15.6429	0.001742	0.01507	0.257	0.885	0.414	1.3915	4.087	12.411	0.001742	0.01507	0.281	1.151	4	5	2	0.67	0.07	6.99e-4	0.53	751.4	0	378.515	0	8.127	0	0	Clay	6.688	48.75	15.75	0	3.2993	0.5279	0.142556	0	17.864	8	1	2.046	0	3	0	0	0	0	0	0	0	0	0.02885	0	0	2.13359	4.27	2.85	5.71	3.15	6.3	36.728	19.082	4.033	17.617	2.503	13.738	5.4372	5.96	248	2217.208	19.3	44.25	0.458	0.504	0.202	0.2405	3.77	0.481	2.564	0.1756	0.1539	5.171	5.711	6.336	5.614	0.08117	5.361	0.886	5.310335133	2.768668466	3.920996401	0.570725517963435	-0.64852661543346	0.0113976943522519	31	30	9	0	1	0	5	1	71	1	1	LateDryRich	12.083093586335957	18.4430847167969	4.738670708448181	1.6345459340566613	2.71809673309326	0.7777880019568345	7	5	0	0	0	0	68	29	0	1	0	1	22	6	0	0	0	0	158	13	104	4	6	6	8	15	10	0	0	0	0	11	10	0	0	0	0	8	2	2	5	5	145	14	0	0	0	0	5	4	0	0	0	0	11	0	0	0	0	9	9	355	7	141	0	57	45	49	49	57	44	1345	2963	5561	4275	90	16.28	0	0.2325224003546041	8.127341711267148	2.2075	42.8925	0.21314052025	10.490346240973242	559.2727673337698	188.597836431092	44.2780933071813	4.733664039617638	4.842149215718196	0.45966473289416776	1.786567938814532	0.04922131721499374	1.5248557703464742	802.5362885606826	70.39922329036946	20.952064002895032	0.4836494916634935	0.4763027864569493	7131	5.204548274045419	50.4	47.58125	54.45	48.15	26.82081281393239	17.48638398869246	51.666666666666664	48.50833333333333	719.3559999999999	305.773625	-6.300000000000004	6.486731819491963	nat
72	EV072	EV72	Vejle_Fjord	Ejut	EV	Vejle	LateWetRich	Late	Wet	Rich	545922.55	6172032.95	33.77	0.44176	1.1202	2.549	15.278	0.016	0.504478	2.8026	20.2725	0.006652	0.05537	0.44	3.802	0.4485	1.1367	2.898	17.996	0.006652	0.05537	0.558	5.244	3	2	1.67	0.07	0.07	0.0127	0.485	794.7	1	329.535	0	6.239	0	0	Clay	98.125	17	2.25	0	0.646	0.1034	0.037965	0	27.443	16	3	2.753	2.506	0	0	0	0	0	0	0	0	0.00955	0.09899	0	0	2.15401	4.31	0.262	0.851	11.2	22.3	18.711	13.827	2.065	13.076	1.978	12.281	5.77	6.544	164	1170.503	10	29.9	0.277	0.313	0.1264	0.1393	1.901	0.626	1.766	0.1075	0.097	5.375	6.633	6.549	6.436	0.03185	5.294	0.983	7.11189693	2.485087719	2.403015351	0.445620262075817	-1.03262405158216	-0.396608547584311	13	24	5	0	0	0	8	0	52	0	0	LateWetRich	16.849321184117965	23.4464588165283	6.0642791281516635	1.6843355770158295	2.77421379089355	0.7908907485397418	0	0	0	0	0	0	144	29	0	0	0	0	19	9	0	0	0	0	121	18	89	2	8	3	9	26	20	0	0	0	0	3	2	0	0	0	0	18	4	4	8	8	31	9	0	0	0	0	15	6	1	1	3	3	8	0	0	0	0	6	6	302	7	130	0	34	26	48	50	56	31	1133	2091	4165	3666	84	27.461	0	0.6325279967453356	6.238700871381826	3.3449999999999998	41.495	0.402749052	8.584533249249262	2487.743034474005	220.78860193623277	30.54879259358105	5.686387754404412	5.639742305029911	0.34722711107669385	2.1741588411766655	0.07160222755198428	2.1483014096364417	810.367801019047	245.04736455549158	41.99474121202985	0.274289589578133	0.2636733549846593	6491	6.335529308762691	67.79375	71.95	71.30000000000001	72.7	13.264613011065698	6.082981724998576	70.19166666666666	72.56666666666666	175.9499583333334	37.002666666666656	1.3999999999999915	7.5875950214087045	nat
73	EV073	EV73	Broendsted_Faelled	Ejut	EV	Vejle	Ley	NA	NA	NA	543417.54	6162940.77	46.51	0.25604	0.7238	2.255	7.373	0.143	1.264748	5.8082	38.6435	0.28353	0.64699	2.177	7.168	0.4233	1.1251	3.761	13.23	0.305259	0.67942	2.469	8.115	3	35	11.67	6	1.67	4.98	0.578	805.5	0	12.245	0	4.873	0	0	Sand_clay	16.062	3.5	6.75	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0.00955	0	0.10976	0	1	0	0	0	0	8.30871	16.6	1.21	2.92	11.8	23.5	41.458	28.04	7.793	26.85	4.456	15.689	-0.6761	0.366	592	4871.787	39	88.45	0.528	0.599	0.2535	0.2796	8.952	0.28	5.462	0.2517	0.224	6.445	5.284	5.052	3.984	0.246	5.396	0.789	3.734265734	3.705794206	4.55994006	0.576891479203201	0.622174836952048	0.381362189160981	6	1	11	0	0	0	0	0	24	0	0	Agricultural	0	0	0	0	0	0	2	2	0	0	0	0	126	21	0	0	0	0	18	8	0	0	0	0	598	25	24	0	0	0	0	15	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	145	0	91	0	17	33	49	33	16	8	122	854	2528	92	42	43.02	0.12568	0.22983689869122387	4.872568413132339	2.535	45.825	0.302908494	8.418282564201597	6715.01786086887	272.5402536789845	27.490468601564174	4.3866550896232805	4.45262954489118	0.14798648586948746	0.15926916420533616	0.022914986109606298	0.9813446961124137	2964.54541466278	65.2122584005574	8.211450573724504	0.11644724577654456	0.1215791007988614	116	3.8009115649832292	10.1125	8.41875	10	7.1	3.339036787258665	4.213188618295332	10.15	7.891666666666667	11.149166666666668	17.750958333333326	-2.9000000000000004	4.828453896104931	agri
74	EV074	EV74	Rands_Fjord	Ejut	EV	Vejle	MidWetRich	Mid	Wet	Rich	543670.7	6162514.8	61.57	0.17965	0.7948	2.048	7.106	0.0825	0.939593	5.7417	37.9755	0.324658	0.81851	2.075	7.173	0.4052	1.2924	3.502	12.95	0.33889	0.90618	2.415	8.079	4	6.67	2	1.03	0.7	0.843	0.506	805.5	0	313.549	5.115	0	100	1	Organic	146.688	0.25	0	0	0	0	0.003183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24701	0.494	0.107	0.213	0.153	0.307	26.097	20.71	4.985	19.662	4.554	16.439	0.2178	1.183	448	2285.054	38.8	69.7	0.472	0.564	0.2519	0.2383	5.968	0.387	5.48	0.2216	0.2434	6.124	8.492	6.621	5.819	0.54147	5.47	0.879	8.998511905	1.581845238	1.419642857	0.493558248985435	-0.495800021848434	-1.47366639779406	0	9	4	0	0	0	5	0	15	0	0	EarlyWetRich	5.239116340875625	7.06126546859741	1.2770786341075238	1.4422077467476115	2.365463018417361	0.7148061671381879	3	2	0	0	0	0	159	23	0	0	0	0	21	7	0	0	0	0	130	24	23	0	1	0	1	12	10	0	0	0	0	12	6	0	0	0	0	11	4	4	8	8	48	12	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	148	4	99	0	20	25	42	38	13	10	443	757	1674	708	25	1.014	0	0.347227111076694	5.114822904652607	3.065	45.339999999999996	0.325619251	9.444315926753639	3403.1939150411326	136.21003157068324	16.091967632952404	4.508340488415917	4.574269121875886	0.37456641600656077	0.3478505426185203	0.04189233591046695	0.733778555887945	407.10153590226446	23.85977443595132	9.542499232999154	0.33516213556832175	0.35964980851101336	7554	4.972317974064199	66.95625	70.7875	66.6	71.65	4.574708551736747	3.2170120712653003	67.025	70.95	20.92795833333333	10.349166666666658	5.050000000000011	7.535203596985718	nat
75	EV075	EV75	Svinholt	Ejut	EV	Vejle	Oldfield	NA	NA	NA	534311.5	6169168.55	30.39	0.11571	0.8709	2.491	15.084	0.228	0.761099	4.0603	31.091	0.071967	0.37021	1.154	3.555	0.174	1.1779	3.435	17.997	0.148002	0.54994	1.474	4.57	2	3.7	5	3.67	1.37	4.98	0.418	833.5	0	14.002	0	5.286	0	0	Sand_clay	29.562	0.75	7.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82191	17.7	0.517	2.02	0.00318	0.00637	37.274	25.222	6.171	23.455	4.111	15.543	0.9889	2.132	448	2972.428	22.6	76.25	0.543	0.64	0.2687	0.2808	6.707	0.336	4.944	0.2558	0.2493	5.954	5.553	6.04	5.34	0.23214	5.371	0.884	6.086607143	3.217857143	2.695535714	0.714905552608754	0.0905553933750729	0.299630897928289	8	7	14	0	0	0	0	0	56	0	0	EarlyDryRich	0	0	0	0.9234931098090278	1.68464660644531	0.5777335712259658	9	2	0	0	0	0	90	36	0	1	0	1	8	7	0	0	0	0	118	24	18	1	1	1	1	20	16	0	0	0	0	10	8	0	0	0	0	4	0	0	0	0	49	18	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	11	10	229	1	143	0	27	42	79	56	11	7	864	2965	6269	1450	79	19.72637	0	0.07549834435270718	5.285685173890565	2.86	43.9825	0.43315423249999996	6.801509662134768	2286.1104097454017	172.18850520624824	40.00992928278825	4.87890808195001	4.9072891992723235	0.5907057925340949	0.5135091690190796	0.07467490875279184	1.8672941452060516	1245.61640254072	36.778784356583756	16.627989244100355	0.4170953144914006	0.3893796150834762	336	4.633673697118797	23.4625	13.95	23	11.8	4.036809796526625	6.988562083862459	23.308333333333334	13.008333333333333	16.29583333333333	48.84	-11.2	5.092166918421869	nat
76	EV076	EV76	Vesterskov	Ejut	EV	Vejle	Plantation	NA	NA	NA	553915.8	6171232.85	63.24	0.70504	1.6545	4.416	12.126	0.032	0.608388	3.1032	22.3164	3.63e-4	0.00833	0.262	0.996	0.7051	1.6556	4.578	12.871	3.63e-4	0.00833	0.291	1.391	3	53.33	25	11.33	5.33	2.18	0.539	751.4	0	619.841	0	4.754	0	0	Clay	6.562	56.25	0.25	0	0	0	0.077019	0.003183	29.351	17	1	2.815	0	0	0	0	0	0	0	0	0	0	0.08012	0	0	0.00318	0.00637	0	0	21.6	43.1	16.141	13.076	1.889	12.594	2.05	12.195	5.3339	6.111	85	348.235	4.3	15	0.304	0.354	0.1377	0.1569	1.841	0.644	1.849	0.1081	0.1002	4.547	5.818	5.926	5.54	0	5.133	0.935	4.996761735	2.013651218	4.989587047	-0.0849990583235785	-1.08833926554612	-0.0944353711745614	8	16	15	0	0	0	0	0	33	0	0	LateDryRich	21.545258893423934	25.432125854492224	4.190566427067759	1.4988656324498797	2.6874073028564442	0.7996109229368349	2	2	0	0	0	0	243	30	0	1	0	1	62	6	0	0	0	0	31	5	91	2	2	3	3	11	8	0	0	0	0	2	1	0	0	0	0	5	0	0	0	0	16	1	0	0	0	0	2	1	0	0	0	0	13	0	0	0	0	13	13	235	2	98	0	35	18	37	45	56	29	1119	1484	4471	4135	56	43.10637	0	0.24283053075481792	4.754041383579832	2.8025	43.655	0.282396394	10.258031226658776	759.1172534288298	232.81512572680376	55.13934205183085	5.305312515776437	5.384169918857177	0.36636730203444745	0.9179869280115055	0.07361624052442878	2.110445800332551	1498.5368529405325	97.86361901246148	20.554189642010595	0.351487865426525	0.3269448987412892	498	4.744655466341538	23.54375	25.25	22.85	24.1	8.909468278185853	9.48416223676785	22	24.125	79.37862499999999	89.94933333333333	1.25	5.44008854940115	silv
77	EV077	EV77	Rand_Skov	Ejut	EV	Vejle	Plantation	NA	NA	NA	554670.4	6171804.7	55	0.59068	1.3146	3.82	12.355	0.16	1.07766	3.9878	26.0179	0	0.0068	0.194	1.124	0.5907	1.3152	3.927	13.206	0	0.0068	0.229	1.498	2	5.67	2.67	1.67	0.67	2.33	0.517	751.4	0	337.472	0	4.76	0	0	Clay	1.375	56.25	10	0	0.8151	0.1304	0.009491	0.057296	1.288	1	1	0	0	1	0	0	0	0	0	0	0	0	0.15232	0	0	0	0	0	0	6.55	13.1	23.966	18.426	3.192	17.57	3.008	17.891	5.872	8.454	64	282.28	6	16	0.371	0.482	0.2198	0.1838	1.861	0.528	2.114	0.0973	0.1057	4.961	5.663	5.725	5.336	0	4.913	0.932	5.274358974	2.052483974	4.673157051	0.091256213519578	-0.85431957376856	0.0677176814272024	20	10	11	1	0	1	0	0	53	0	0	LateDryPoor	17.700127395400255	21.8374938964844	3.776887790486581	1.6674286768986628	2.6738677978515653	0.7275281983184639	3	2	0	0	0	0	151	44	0	1	0	1	28	6	0	0	0	0	35	12	64	1	2	1	2	11	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	43	5	0	0	0	0	11	3	0	0	0	0	11	0	0	0	0	10	10	252	2	111	0	32	26	39	60	51	12	1415	2634	4450	4557	74	13.1	0	0.5994719898933281	4.760258523401746	2.5375	45.4775	0.21637448575	12.219329002273351	3357.791852555256	265.04363872169	40.80519314888335	4.816324811318947	4.9465329278369925	0.2118765363759439	0.8929492333460698	0.05459497883668856	2.7139869191264543	3930.541503845043	190.32214184056886	19.165168089107745	0.2239784459354342	0.22278886477035653	656.2347	4.429947647314958	15.6625	20.28125	15.25	19.75	5.628839430409552	6.9431230965130775	14.866666666666667	20.541666666666668	31.68383333333333	48.20695833333334	4.5	5.286275628642759	silv
78	EV078	EV78	Grund_Skov	Ejut	EV	Vejle	Plantation	NA	NA	NA	547298.65	6171972.35	46.7	0.3524	1.449	3.67	14.071	0.38	1.432867	4.1171	22.7703	0.010535	0.10546	0.31	3.062	0.3525	1.4842	3.889	16.472	0.036843	0.15432	0.478	4.276	2	19	12.67	6	3	1.54	0.549	794.7	0	738.549	0	4.651	0	0	Sand_clay	8.438	58.75	4.5	0	0	0	0.129533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0	2.90015	5.8	0	0	22.8	45.6	25.708	17.593	3.596	16.427	2.909	13.847	4.22	5.042	236	1181.961	12.3	33.35	0.437	0.513	0.2213	0.2377	3.714	0.482	2.951	0.1889	0.1831	4.585	5.774	5	4.807	0	5.263	0.961	5.457722833	1.228785104	5.313492063	-0.274100658855479	-0.797111235472557	0.154209648479482	20	13	15	1	0	1	4	0	37	0	0	LateDryPoor	13.056688011127846	15.454948425292965	2.4848926125930864	2.003916087903475	2.866867828369144	0.7615889012296748	3	3	0	0	0	0	158	38	0	2	0	2	19	6	0	0	0	0	42	15	73	1	1	1	1	19	14	0	0	0	0	4	2	0	0	0	0	10	2	2	4	4	8	3	0	0	0	0	5	3	0	0	0	0	24	0	0	0	0	22	22	276	4	136	0	36	24	62	56	39	31	1318	1989	4663	4309	55	51.4	0	0.3399509768579387	4.651457564972232	1.6933333333333334	44.56333333333333	0.18570807666666667	9.671216028016216	2289.0097718386432	159.45745153051968	28.51997260405103	3.6247285608101367	3.727597518913812	0.27574142476844743	0.4052571200279327	0.07512855122381626	2.156479540768088	1174.415180433136	47.782437543039755	10.163501133344152	0.3677310728669661	0.3492293763786927	210	3.1740328373587627	19.9	20.4375	20.5	20.65	5.434948635145199	5.727928654118054	20.183333333333334	20.308333333333334	29.538666666666664	32.80916666666666	0.14999999999999858	5.344430309604368	silv
79	SN079	SN79	Melby_Hede	Zeal	SN	Nordsjµlland	EarlyDryPoor	Early	Dry	Poor	686535.4	6212641.05	69.38	0.00202	0.6589	3.869	14.156	0	0	0	5.1441	0.573424	1.31275	1.698	3.371	0.5753	1.9418	5.497	16.952	0.573424	1.31275	1.698	3.842	4	71.67	26.67	9	1.33	0.0226	0.795	699.7	0	78.798	0	4.854	0	0	Sand	3.5	21.25	11.5	4.25	0	0	0	0	0	0	0	0	0	0	0	0	7.07109	0	0	0	1	0	0	0.00318	0	2.32228	4.64	1220	18200	0.681	1.65	51.863	32.06	7.216	29.592	4.896	21.535	0.135	3.694	320	3488.203	44.3	93.45	0.964	1.118	0.4822	0.5901	6.441	0.396	4.643	0.4036	0.3376	6.687	4.044	4.79	2.605	0.20714	5.641	0.544	2.631965944	2.772003538	6.596030517	0.163678205841218	0.819828983114632	0.901443241820792	11	1	3	0	0	0	6	0	48	0	0	EarlyDryPoor	0	0	0	0	0	0	3	2	0	0	0	0	36	18	2	2	2	2	155	11	3	3	5	5	44	13	71	2	7	5	10	19	13	0	0	0	0	4	4	0	0	0	0	19	5	5	10	10	8	5	0	0	0	0	0	0	0	0	0	0	5	0	1	0	1	5	5	224	12	75	5	10	13	44	35	46	24	316	1488	3779	591	69	18206.29	7.07109	0.21375609153113445	4.85390489149273	1.804	44.83	0.2396656146	7.844509732516067	6164.820603135782	305.7608497210756	27.5271382015918	3.5765728284685805	3.6017191687002117	0.12856904759700136	0.7306846104852616	0.047233054839784086	2.124831941977055	4515.045686418233	179.15699967909322	18.545772806749515	0.2720918709928245	0.5128994616044205	138	3.1570214642103203	1.8625	3.2687500000000003	1.7	2.55	0.9358596760910972	3.460196285376501	1.875	2.716666666666667	0.8758333333333334	11.972958333333334	0.8499999999999999	4.43975062405645	nat
